ID,Gender,Race,Age_at_Release,Residence_PUMA,Gang_Affiliated,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,DrugTests_THC_Positive,DrugTests_Cocaine_Positive,DrugTests_Meth_Positive,DrugTests_Other_Positive,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years,Recidivism_Arrest_Year1,Recidivism_Arrest_Year2,Recidivism_Arrest_Year3
18006,M,WHITE,43-47,17,false,3,Specialized,High School Diploma,2,Violent/Non-Sex,More than 3 years,1,1,0,1,0,0,false,false,1,0,true,0,0,false,false,false,false,false,false,true,true,false,false,false,false,0,0,0,1,,,,,,1,1.672900763,false,false,false,false,false
18007,M,BLACK,23-27,1,false,9,Specialized,Less than HS diploma,3 or more,Violent/Non-Sex,1-2 years,3,5,2,0,3,2,false,true,3 or more,4 or more,true,1,2 or more,true,false,false,false,true,true,true,true,true,false,true,false,3,10 or more,0,0,58.23076923,0,0,0,0,0.723910172,0.482496697,true,true,false,false,true
18010,M,WHITE,23-27,24,false,7,High,Less than HS diploma,1,Property,1-2 years,3,1,0,3,0,1,false,false,1,0,false,1,0,false,false,false,false,false,true,true,true,false,false,false,false,0,10 or more,0,2,25.36666667,0,0,0,0,0.446780552,0.479960578,false,true,false,true,false
18012,M,WHITE,23-27,6,false,5,Standard,Less than HS diploma,1,Violent/Non-Sex,Greater than 2 to 3 years,1,0,1,0,0,0,false,false,0,0,false,0,0,false,false,false,false,false,false,true,true,false,false,true,false,0,0,0,0,78,0,0,0,0,0.923076923,1,false,false,false,false,false
18013,M,WHITE,23-27,25,false,7,Specialized,High School Diploma,1,Violent/Non-Sex,Greater than 2 to 3 years,2,1,1,0,1,0,true,false,0,0,true,0,0,false,false,false,false,false,true,true,true,false,true,false,false,0,2,0,0,28.66666667,0,0,0,0,0.845930233,2,false,true,true,false,false
18018,M,BLACK,28-32,14,false,7,High,High School Diploma,3 or more,Violent/Non-Sex,Less than 1 year,4,6 or more,3 or more,2,0,4,true,false,1,4 or more,true,2,0,true,true,false,false,false,false,false,false,false,false,false,false,4 or more,0,0,0,,,,,,1,2,true,false,false,false,false
18019,M,BLACK,23-27,25,false,8,High,Less than HS diploma,1,Property,Less than 1 year,10 or more,6 or more,2,5 or more,3,5 or more,false,false,1,4 or more,true,3 or more,1,true,true,false,false,true,true,false,false,false,false,false,false,2,6,0,0,22.4375,0,0.0625,0,0,0,0,false,true,true,false,false
18022,M,WHITE,18-22,22,false,9,Specialized,High School Diploma,0,Property,Less than 1 year,2,0,0,1,1,1,false,false,1,0,false,0,1,false,false,false,false,true,true,false,false,false,false,true,false,4 or more,5,3 or more,0,17.39285714,0.107142858,0,0.035714287,0.071428575,0.909650924,3,false,true,true,false,false
18023,M,BLACK,18-22,18,true,7,Specialized,Less than HS diploma,1,Property,Greater than 2 to 3 years,1,0,1,0,0,0,false,false,0,0,false,0,0,false,false,false,false,false,false,true,true,false,false,false,false,0,0,0,2,,,,,,0.19375,1.521875,false,true,false,true,false
18025,M,BLACK,23-27,10,true,7,High,Less than HS diploma,1,Drug,Less than 1 year,3,3,1,2,2,0,false,false,0,1,true,0,0,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,61.66666667,0,0,0,0,0,0,false,true,true,false,false
18026,M,BLACK,28-32,6,false,9,Standard,High School Diploma,3 or more,Drug,Less than 1 year,5,6 or more,0,2,2,3,false,true,0,1,false,0,0,false,false,false,false,false,true,false,false,false,false,false,false,0,0,0,0,23.5,0.375,0,0,0,0.218085106,1,false,true,false,true,false
18030,M,WHITE,38-42,4,false,9,Specialized,Less than HS diploma,1,Property,Greater than 2 to 3 years,10 or more,4,1,4,0,4,false,false,2,1,false,2,0,false,false,false,false,false,true,true,false,false,true,true,false,4 or more,2,3 or more,1,212,0,0.5,0,0.5,0,0,false,true,true,false,false
18031,M,BLACK,28-32,6,false,5,Standard,High School Diploma,0,Drug,Less than 1 year,5,3,1,0,5 or more,0,false,false,0,0,false,0,1,false,false,false,false,false,true,false,false,false,false,false,false,0,6,0,0,38.4,0.200000003,0,0,0,0.213541667,0.951171875,false,true,false,true,false
18032,F,WHITE,38-42,24,,4,Specialized,At least some college,1,Violent/Non-Sex,Greater than 2 to 3 years,1,1,1,1,0,0,false,false,1,1,true,1,0,false,false,false,false,false,false,true,true,true,false,false,false,0,0,0,0,38,0,0,0,0,1,0.768947368,true,false,false,false,false
18033,M,WHITE,23-27,16,false,7,Standard,At least some college,1,,1-2 years,6,2,0,1,4,2,false,false,1,0,false,0,1,false,false,false,false,false,true,true,false,false,true,false,false,0,6,1,1,52.1,0,0,0,0,0.664107486,0.701055662,false,true,true,false,false
18034,M,BLACK,33-37,7,false,6,Specialized,Less than HS diploma,3 or more,Other,1-2 years,10 or more,2,1,1,2,4,false,true,1,4 or more,false,0,1,true,false,true,false,true,false,true,true,true,true,false,false,3,3,3 or more,2,36,0.333333343,0,0,0,0.314814815,2,false,true,false,false,true
18035,M,BLACK,23-27,21,false,8,High,High School Diploma,0,Property,Less than 1 year,3,2,0,1,2,2,false,false,0,0,false,0,1,false,false,false,false,false,true,false,false,false,false,false,false,0,8,1,0,11.41666667,0.083333336,0,0,0,0.328467153,1,false,true,true,false,false
18036,M,WHITE,23-27,22,true,8,High,Less than HS diploma,0,Property,Less than 1 year,2,1,0,2,0,1,false,false,0,1,false,1,0,false,false,false,false,false,false,false,false,false,false,false,false,4 or more,10 or more,2,0,10.875,0.125,0,0.041666668,0,0,0,false,true,false,true,false
18037,M,WHITE,23-27,14,false,5,Standard,At least some college,3 or more,,Less than 1 year,3,4,0,0,2,3,false,false,0,0,false,0,0,false,false,false,false,true,true,false,false,false,false,false,false,0,6,0,0,27.5,0,0,0,0,1,2,false,true,false,true,false
18040,M,WHITE,38-42,17,false,3,,Less than HS diploma,3 or more,Violent/Non-Sex,1-2 years,4,6 or more,2,0,0,5 or more,false,false,1,4 or more,true,0,0,false,false,false,false,false,true,false,true,false,false,false,false,0,10 or more,0,0,101.3333333,0,0,0,0,0,0,false,true,false,false,true
18041,F,WHITE,38-42,5,,10,Specialized,High School Diploma,3 or more,Property,1-2 years,1,0,0,1,0,0,false,false,0,0,false,1,0,false,false,false,false,false,true,true,false,false,false,false,false,0,0,0,1,55.94117647,0,0,0,0,0.969505783,0.384069401,true,false,false,false,false
18043,M,BLACK,28-32,8,false,5,Standard,At least some college,3 or more,Drug,Less than 1 year,3,2,0,0,3,2,false,false,0,1,false,0,1,true,false,false,false,false,true,false,false,false,false,false,false,0,9,0,0,263.8333333,0,0,0,0,0.133291219,0.230732786,true,false,false,false,false
18044,F,WHITE,48 or older,14,,4,Standard,High School Diploma,0,Property,1-2 years,1,0,0,1,0,0,false,false,0,0,false,0,0,false,false,false,false,false,false,true,false,false,false,false,false,0,0,0,0,67.8,0,0,0,0,1,2,false,false,false,false,false
18045,M,WHITE,38-42,8,false,4,Standard,Less than HS diploma,1,Property,Greater than 2 to 3 years,9,6 or more,3 or more,0,0,5 or more,true,true,3 or more,4 or more,true,1,0,false,true,false,false,false,false,false,true,false,false,false,false,0,0,0,2,,,,,,0.200706298,0.644938199,false,true,true,false,false
18046,M,BLACK,18-22,4,true,7,High,High School Diploma,3 or more,Violent/Non-Sex,Greater than 2 to 3 years,1,0,1,0,0,0,false,false,0,0,false,0,0,false,false,false,false,false,false,true,true,false,false,false,false,0,0,0,3 or more,84.25,0,0,0,0,1,2,false,true,true,false,false
18047,M,WHITE,33-37,25,false,6,High,Less than HS diploma,0,,Less than 1 year,6,6 or more,0,1,2,5 or more,false,false,3 or more,4 or more,false,0,2 or more,true,false,false,false,false,true,false,false,false,false,false,false,0,0,0,2,,,,,,0,0,false,true,true,false,false
18048,M,BLACK,23-27,20,false,8,Standard,Less than HS diploma,0,Property,More than 3 years,2,2,0,2,0,1,false,false,2,0,false,2,0,false,false,false,false,false,false,true,true,false,false,false,false,0,0,0,0,,,,,,0,0,false,true,true,false,false
18049,M,BLACK,23-27,12,true,6,Standard,Less than HS diploma,0,Violent/Non-Sex,Less than 1 year,2,0,1,0,0,1,false,true,2,0,true,0,0,false,false,true,false,true,false,false,true,false,false,false,false,2,0,0,0,77.2,0,0,0,0,0,0,false,true,false,true,false
18053,M,WHITE,28-32,17,false,6,Specialized,Less than HS diploma,1,Property,Greater than 2 to 3 years,2,6 or more,0,5 or more,0,3,false,false,1,2,false,3 or more,0,false,false,false,false,false,false,true,true,false,false,false,false,0,0,0,1,123,0,0,0,0,0.964769648,0.989837398,false,false,false,false,false
18056,M,BLACK,23-27,11,false,8,High,High School Diploma,1,Property,Less than 1 year,4,6 or more,2,2,4,1,true,false,0,2,true,0,0,false,true,false,false,false,false,false,false,false,false,false,false,0,0,0,0,8.888888889,0,0,0,0,0,0,false,true,true,false,false
18058,M,BLACK,23-27,2,true,8,Specialized,Less than HS diploma,3 or more,Property,1-2 years,2,2,1,1,1,0,false,false,0,0,false,0,0,false,false,false,false,false,true,true,true,false,false,false,false,3,3,2,0,36.83333333,0.166666672,0,0,0,0,0,false,true,true,false,false
18059,M,BLACK,23-27,6,false,9,Specialized,High School Diploma,0,,Less than 1 year,2,1,0,1,1,1,false,false,0,1,false,1,0,false,false,false,false,false,true,false,false,false,false,false,false,0,2,1,0,11.42857143,0.142857149,0,0,0,1,1,true,true,true,false,false
18060,M,BLACK,33-37,11,false,5,Standard,Less than HS diploma,1,Drug,More than 3 years,1,0,0,0,1,0,false,false,1,0,false,0,1,false,false,false,false,false,true,false,true,false,true,true,false,3,0,0,0,86.11538462,0,0,0,0,0.714604734,0.163130862,true,false,false,false,false
18061,M,WHITE,28-32,21,false,6,Standard,High School Diploma,1,Property,1-2 years,6,6 or more,1,5 or more,1,4,true,false,1,4 or more,true,3 or more,0,true,false,false,false,false,true,false,false,false,false,false,false,0,6,0,0,10.5,0,0,0,0,0.147619048,1,false,true,false,true,false
18062,M,BLACK,23-27,2,false,6,High,High School Diploma,0,Property,Less than 1 year,2,2,0,1,1,2,false,false,0,1,false,0,1,false,false,false,false,false,true,false,false,false,false,false,false,0,1,1,0,,,,,,0,0,false,true,false,true,false
18063,M,WHITE,23-27,25,false,9,Specialized,High School Diploma,0,Property,1-2 years,5,4,0,3,4,2,false,false,1,1,false,1,1,false,false,false,false,true,true,false,true,false,false,false,false,0,0,0,1,17.62068966,0,0,0,0,0.829745597,0.714774951,false,true,false,true,false
18064,M,BLACK,23-27,18,false,8,High,High School Diploma,2,Violent/Non-Sex,More than 3 years,2,0,1,0,1,0,false,true,0,0,true,0,0,false,false,false,false,false,false,true,true,false,false,false,false,1,0,0,3 or more,37.25,0,0,0,0,0.775838926,0.980536913,false,true,false,false,true
18065,M,BLACK,28-32,8,false,6,High,High School Diploma,2,Violent/Non-Sex,1-2 years,3,6 or more,3 or more,2,2,3,true,false,2,4 or more,true,2,1,false,true,false,false,false,true,true,true,true,false,false,false,2,10 or more,0,2,6.313432836,0.029850746,0,0.014925373,0,1,0.863475177,false,false,false,false,false
18066,F,WHITE,33-37,14,,8,Standard,High School Diploma,0,Violent/Non-Sex,Greater than 2 to 3 years,6,4,1,4,0,3,false,false,1,2,true,2,1,false,false,false,false,false,true,true,true,true,false,false,true,0,4,1,0,19.7,0,0,0,0,0.931472081,0.927030457,false,false,false,false,false
18067,M,BLACK,38-42,20,false,8,High,At least some college,3 or more,Drug,More than 3 years,4,3,0,0,5 or more,0,false,false,1,3,false,0,2 or more,false,false,false,false,false,true,true,false,false,false,false,false,0,0,0,0,326.5,0,0,0,0,0,0,false,true,false,false,true
18070,M,BLACK,23-27,6,true,8,Standard,High School Diploma,1,Violent/Non-Sex,More than 3 years,1,0,1,0,0,0,false,false,0,0,false,0,0,false,false,false,false,false,true,true,false,true,true,false,false,4 or more,10 or more,3 or more,2,26.84210526,0.105263159,0,0,0,0.039215686,0.47745098,false,false,false,false,false
18071,F,BLACK,28-32,10,,5,Standard,High School Diploma,2,Property,Less than 1 year,9,3,0,5 or more,1,1,false,false,1,1,false,2,0,false,false,false,false,false,false,true,false,false,false,true,false,4 or more,0,0,0,,,,,,0,0,false,true,false,true,false
18072,M,WHITE,23-27,7,false,6,High,High School Diploma,1,Other,1-2 years,4,2,0,0,4,1,false,true,0,0,false,0,1,false,false,true,false,false,true,false,false,false,false,false,false,0,10 or more,1,0,77.41666667,0.166666672,0,0,0,0.800861141,0.393164693,false,true,false,false,true
18073,M,BLACK,18-22,11,false,7,High,High School Diploma,1,Other,Less than 1 year,2,2,1,0,1,1,false,true,0,0,false,0,1,false,false,true,false,false,false,false,false,false,true,false,false,0,0,0,0,68.125,0,0,0,0,0.144954128,1.340366972,false,false,false,false,false
18075,M,BLACK,18-22,16,true,8,Specialized,At least some college,1,Property,1-2 years,4,0,0,2,0,2,false,false,3 or more,0,false,2,0,true,false,false,false,false,false,false,true,true,false,false,true,4 or more,0,0,0,,,,,,0.979020979,1,false,true,true,false,false
18076,F,WHITE,48 or older,17,,3,Standard,High School Diploma,2,,1-2 years,5,5,0,2,3,1,false,false,0,3,false,0,2 or more,false,false,false,false,true,true,true,false,false,false,false,false,0,0,0,1,,,,,,0.934857143,0.417428571,true,false,false,false,false
18079,M,BLACK,28-32,7,false,4,Specialized,Less than HS diploma,1,Drug,Less than 1 year,7,3,1,0,2,2,true,false,3 or more,2,false,0,2 or more,false,false,false,false,false,true,true,true,true,true,false,false,0,10 or more,1,0,21.9,0.050000001,0.050000001,0,0,0.760273973,2.501712329,false,false,false,false,false
18082,M,BLACK,28-32,18,false,5,Standard,High School Diploma,2,Drug,Less than 1 year,6,5,1,1,3,3,false,false,0,2,false,0,0,true,false,false,false,true,true,true,false,false,false,false,false,0,0,0,0,,,,,,0,0,false,false,false,false,false
18083,F,BLACK,23-27,4,,6,High,At least some college,3 or more,Violent/Non-Sex,Greater than 2 to 3 years,2,0,2,0,0,0,false,false,0,0,false,0,0,false,false,false,false,false,false,true,true,false,false,false,false,0,6,0,0,56.66666667,0,0,0,0,0.788235294,3,false,true,false,false,true
18085,M,BLACK,38-42,10,false,3,Standard,High School Diploma,1,Drug,Less than 1 year,4,0,1,0,1,2,true,false,1,0,false,0,1,false,false,false,false,false,true,true,false,false,false,false,false,0,5,0,0,24.0625,0,0,0,0,0.696103896,0.948701299,false,false,false,false,false
18086,M,BLACK,18-22,19,true,8,High,High School Diploma,0,,Less than 1 year,4,2,0,2,2,1,false,false,0,1,false,1,2 or more,false,false,false,false,false,true,false,false,false,false,false,false,0,0,0,0,,,,,,0,0,true,false,false,false,false
18087,F,WHITE,23-27,20,,8,High,At least some college,3 or more,,1-2 years,5,4,2,2,2,2,false,false,1,2,false,1,1,false,false,false,false,false,true,false,false,false,true,false,false,1,0,0,2,85.07692308,0,0,0.07692308,0.07692308,0.014466546,0.330244123,true,true,true,false,false
18089,F,WHITE,28-32,17,,9,Specialized,High School Diploma,3 or more,Drug,1-2 years,5,1,0,2,2,2,false,false,1,2,false,1,1,true,false,false,false,false,true,true,false,false,false,false,false,0,7,0,0,84.75,0,0,0,0,0.924287119,0.359144543,false,false,false,false,false
18090,F,WHITE,23-27,9,,5,Standard,Less than HS diploma,0,Other,Greater than 2 to 3 years,1,0,0,0,1,0,false,false,0,0,false,0,0,false,false,false,false,false,true,true,false,false,false,false,false,0,0,0,2,42.64912281,0,0,0,0,0.658165364,0.300493624,false,false,false,false,false
18091,M,WHITE,18-22,25,false,8,High,High School Diploma,0,Drug,Less than 1 year,7,6 or more,1,3,2,5 or more,true,true,1,3,true,2,2 or more,false,false,false,false,true,true,false,true,false,false,false,false,0,2,3 or more,2,,,,,,0,0,false,true,true,false,false
18092,M,WHITE,43-47,16,true,3,,High School Diploma,1,Other,Less than 1 year,10 or more,3,1,2,3,4,false,true,3 or more,1,false,0,2 or more,false,false,true,false,false,true,false,true,false,false,false,false,0,0,0,1,,,,,,0,0,false,true,true,false,false
18093,M,BLACK,23-27,11,true,5,Specialized,At least some college,2,Property,1-2 years,3,2,2,3,0,0,false,false,0,0,false,1,0,false,false,false,false,false,true,false,true,false,false,false,false,0,6,0,0,81.64285714,0,0,0,0,1,0.639107612,false,false,false,false,false
18094,F,WHITE,28-32,25,,6,High,High School Diploma,2,Drug,Less than 1 year,3,0,0,0,3,0,false,false,1,0,false,1,1,false,false,false,false,false,true,false,false,false,true,true,true,4 or more,0,0,2,,,,,,0.981941309,0.824492099,false,true,false,true,false
18096,M,WHITE,38-42,20,false,4,Standard,At least some college,0,Property,Less than 1 year,2,0,0,2,0,0,false,false,0,0,false,2,0,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,,,,,,1,2,false,false,false,false,false
18097,M,WHITE,43-47,12,false,3,Standard,High School Diploma,1,Violent/Non-Sex,1-2 years,10 or more,6 or more,3 or more,5 or more,5 or more,5 or more,true,false,3 or more,4 or more,true,3 or more,0,false,false,false,false,false,true,false,false,false,false,false,false,0,0,0,1,,,,,,0.223602484,1,false,true,true,false,false
18098,F,BLACK,38-42,9,,5,Standard,High School Diploma,1,,Greater than 2 to 3 years,2,2,1,1,1,0,false,false,0,0,false,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,2,153.4,0,0,0,0,1,0.476205997,true,false,false,false,false
18101,M,BLACK,23-27,5,false,9,Specialized,At least some college,0,Other,Less than 1 year,5,5,0,2,2,4,false,true,1,4 or more,false,1,1,false,false,true,false,true,false,false,true,false,false,false,false,0,6,0,0,32,0.333333343,0,0,0,0.510416667,1,false,true,false,true,false
18102,M,BLACK,18-22,1,true,7,High,High School Diploma,3 or more,Other,Less than 1 year,6,4,2,3,0,0,false,false,1,2,true,2,0,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,2,56.83333333,0.333333343,0,0,0,0.736070381,1,false,true,false,true,false
18104,M,BLACK,33-37,9,false,6,High,High School Diploma,3 or more,Other,1-2 years,5,0,0,2,0,0,false,true,1,0,false,1,0,false,false,true,false,false,false,true,false,false,false,false,false,0,0,0,0,,,,,,1,1,false,false,false,false,false
18105,M,WHITE,28-32,17,false,1,Standard,High School Diploma,2,Property,Less than 1 year,6,6 or more,3 or more,3,3,5 or more,true,false,3 or more,4 or more,true,2,2 or more,false,true,false,false,true,false,false,true,false,false,false,false,0,0,0,0,,,,,,0.003067485,1,false,true,true,false,false
18106,M,WHITE,38-42,4,false,4,Specialized,At least some college,2,Violent/Sex,More than 3 years,1,0,0,0,0,0,false,false,1,0,false,0,0,false,false,false,false,false,false,false,true,false,false,false,false,0,0,0,0,277.6666667,0,0,0,0,0.422569028,0.43847539,false,false,false,false,false
18107,M,WHITE,23-27,5,false,6,High,Less than HS diploma,2,Property,Less than 1 year,3,6 or more,0,5 or more,2,2,false,false,1,2,false,3 or more,0,false,false,false,false,false,true,false,true,false,true,false,true,0,9,3 or more,3 or more,62.23529412,0.294117659,0,0,0,0.915879017,1.380907372,false,false,false,false,false
18108,M,WHITE,48 or older,16,false,3,Standard,At least some college,1,Violent/Non-Sex,Greater than 2 to 3 years,2,4,0,0,1,1,false,false,0,1,false,0,0,false,false,false,false,false,true,true,true,false,false,false,false,0,10 or more,1,0,72.8,0,0,0,0,0,0,false,false,false,false,false
18109,M,BLACK,18-22,11,false,7,Standard,Less than HS diploma,0,Property,Greater than 2 to 3 years,6,0,0,3,1,3,false,false,1,0,false,1,0,false,false,false,false,true,false,true,true,false,false,false,false,4 or more,0,0,0,50.5,0.1875,0,0,0,0.212871287,0.452042079,false,true,true,false,false
18110,M,WHITE,33-37,8,false,5,Standard,High School Diploma,1,Property,Less than 1 year,4,6 or more,0,2,2,5 or more,false,false,2,4 or more,false,2,1,true,false,false,false,false,true,false,false,false,false,false,false,0,6,1,2,430,0,0,0,0,0,0,false,true,false,true,false
18112,M,BLACK,18-22,4,false,9,Standard,Less than HS diploma,0,Property,Greater than 2 to 3 years,4,0,0,3,0,1,false,false,1,0,false,1,0,false,false,false,false,false,false,true,false,false,false,true,false,0,3,0,0,43.6,0.200000003,0,0,0,0.50764526,0.558486239,false,false,false,false,false
18113,M,BLACK,33-37,17,false,8,Standard,Less than HS diploma,2,Drug,Greater than 2 to 3 years,4,2,0,0,5 or more,2,false,false,1,2,false,0,2 or more,true,false,false,false,false,true,false,false,false,false,false,false,0,7,0,1,27.54545455,0,0,0,0,1,2,false,true,true,false,false
18115,M,WHITE,33-37,24,false,6,High,High School Diploma,1,Property,Less than 1 year,8,5,0,2,1,5 or more,false,false,3 or more,3,false,2,1,true,false,false,false,false,true,false,false,false,false,false,false,2,0,0,0,,,,,,0.903846154,1,false,true,true,false,false
18116,M,BLACK,18-22,3,true,10,Specialized,Less than HS diploma,2,Property,Greater than 2 to 3 years,8,2,1,4,0,0,false,false,0,0,false,0,0,false,false,false,false,false,true,true,true,false,false,false,false,0,0,0,0,,,,,,0,0,false,true,true,false,false
18117,M,WHITE,18-22,16,true,8,Standard,High School Diploma,0,Property,Less than 1 year,5,2,0,4,2,0,false,false,1,2,false,2,0,false,false,false,false,false,true,false,false,false,true,false,false,0,0,0,1,169.6666667,0,0,0,0,0.756385069,1.435166994,false,true,false,true,false
18118,M,BLACK,28-32,10,false,7,Standard,At least some college,0,Other,Less than 1 year,6,3,0,1,3,2,false,true,0,0,false,1,1,false,false,true,false,false,true,false,false,false,false,false,true,0,0,0,1,118.4,0,0,0,0,0.469594595,0.616976351,false,false,false,false,false
18120,M,WHITE,43-47,24,false,9,Specialized,High School Diploma,1,Drug,More than 3 years,3,6 or more,0,1,1,2,false,false,1,1,false,1,2 or more,true,false,false,true,false,true,false,false,false,false,false,false,0,0,0,2,366.3333333,0,0,0,0,0.160145587,0.664695177,true,true,true,false,false
18121,M,WHITE,28-32,25,false,10,Standard,Less than HS diploma,3 or more,Property,1-2 years,8,6 or more,1,4,0,5 or more,false,false,0,3,true,2,0,false,true,false,false,true,true,false,true,false,false,false,false,0,3,0,3 or more,171.2,0,0,0,0,0.190420561,0.85338785,false,true,true,false,false
18122,M,BLACK,23-27,2,false,9,Specialized,At least some college,3 or more,Property,Greater than 2 to 3 years,2,6 or more,0,3,1,3,false,false,1,3,false,1,2 or more,false,false,false,false,false,true,true,true,false,false,false,false,0,7,1,3 or more,49.58333333,0.083333336,0,0,0,0.500840336,1.841596639,false,true,true,false,false
18123,F,WHITE,33-37,24,,5,Standard,High School Diploma,2,Drug,Less than 1 year,2,5,1,1,1,1,true,false,1,1,false,1,0,true,true,false,false,false,true,false,false,false,false,false,false,0,0,0,0,32.2,0,0,0.200000003,0,0,0,false,false,false,false,false
18124,M,WHITE,48 or older,17,false,2,Standard,High School Diploma,0,Drug,Less than 1 year,7,6 or more,2,3,2,1,false,false,0,0,false,0,0,false,false,false,false,false,true,false,false,false,false,false,false,0,5,0,0,344,0,0,0,0,0.473837209,0.530886628,true,true,false,false,true
18125,M,WHITE,28-32,17,false,5,Specialized,High School Diploma,2,Violent/Sex,Greater than 2 to 3 years,3,2,3 or more,0,1,1,true,false,1,1,true,0,0,false,false,false,false,false,false,true,true,false,false,false,false,0,0,0,0,,,,,,0.00872093,0.530886628,false,true,true,false,false
18126,M,BLACK,28-32,9,false,5,Standard,At least some college,1,Drug,Less than 1 year,4,0,0,1,2,1,false,false,0,0,false,0,0,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,165.3333333,0,0,0,0,0,0,false,true,true,false,false
18127,M,BLACK,18-22,8,true,7,Specialized,High School Diploma,1,Violent/Non-Sex,More than 3 years,2,0,2,0,0,0,false,false,1,0,true,0,0,false,false,true,false,false,false,true,true,false,false,false,false,0,0,0,0,,,,,,0.839285714,1,false,true,true,false,false
18128,M,BLACK,23-27,19,false,8,Specialized,High School Diploma,1,Property,Less than 1 year,3,3,0,4,0,1,false,true,2,0,false,2,0,false,false,true,false,true,true,true,false,false,false,false,false,1,0,0,1,30.8,0.200000003,0,0,0.100000001,0,0,false,true,true,false,false
18129,M,BLACK,18-22,21,false,10,Specialized,High School Diploma,0,Property,Greater than 2 to 3 years,2,0,0,2,0,0,false,false,0,0,false,0,0,false,false,false,false,false,false,false,true,false,false,false,false,0,10 or more,1,0,10.13333333,0.266666681,0,0,0,0.993421053,1,false,true,false,false,true
18130,M,BLACK,43-47,4,false,2,Specialized,High School Diploma,3 or more,Violent/Sex,Greater than 2 to 3 years,3,2,0,0,1,0,false,false,1,1,false,0,0,false,false,false,false,false,true,false,true,false,false,false,false,0,10 or more,1,0,103,0,0,0,0,0.773462783,0.591019417,true,false,false,false,false
18131,M,BLACK,23-27,4,true,6,High,Less than HS diploma,0,Violent/Non-Sex,More than 3 years,1,0,1,0,0,0,false,false,0,1,true,0,0,false,false,false,false,false,false,true,true,false,false,false,false,0,0,0,3 or more,,0.017241379,0,0,0,,,false,false,false,false,false
18132,M,WHITE,23-27,12,false,,High,At least some college,0,Violent/Non-Sex,More than 3 years,1,1,1,1,0,0,false,false,0,0,false,0,0,false,false,false,false,false,true,true,true,false,false,false,false,0,0,0,0,55.3,0,0,0,0,0,0,true,false,false,false,false
18134,M,WHITE,23-27,17,false,6,Specialized,High School Diploma,0,Violent/Sex,More than 3 years,1,0,1,0,0,0,false,false,1,0,false,0,0,false,false,false,false,false,true,true,true,false,false,false,false,0,10 or more,0,0,104,0,0,0,0,0.958333333,1,false,false,false,false,false
18137,M,BLACK,18-22,8,false,7,High,High School Diploma,1,Property,Less than 1 year,3,3,0,2,2,1,false,false,0,1,false,1,0,false,false,false,false,false,true,false,false,false,false,false,false,0,5,0,1,,,,,,0.386404293,0.653398927,true,true,true,false,false
18138,M,BLACK,48 or older,16,false,5,Standard,High School Diploma,2,Drug,1-2 years,10 or more,6 or more,2,2,3,5 or more,false,true,3 or more,4 or more,true,1,2 or more,true,false,false,false,false,true,false,false,false,false,false,false,3,2,1,0,80.8,0,0,0,0,0.775990099,0.452042079,true,true,false,true,false
18139,M,BLACK,28-32,3,true,9,Specialized,Less than HS diploma,3 or more,Property,1-2 years,8,6 or more,0,5 or more,0,4,false,false,1,3,false,2,0,false,false,false,true,false,false,true,false,false,false,false,false,0,0,0,0,166.25,0.25,0,0,0,1,1.647744361,false,true,false,false,true
18140,M,BLACK,23-27,8,false,7,Standard,At least some college,0,,1-2 years,3,2,0,0,4,0,false,true,2,0,false,0,2 or more,false,false,false,true,false,true,false,false,false,false,false,false,3,0,0,0,50.6,0,0,0,0,0,0,false,true,false,true,false
18142,M,BLACK,23-27,15,false,6,Specialized,At least some college,0,Violent/Non-Sex,More than 3 years,2,0,1,1,0,0,false,false,0,0,true,0,0,false,false,false,false,false,true,true,true,true,true,false,false,2,10 or more,0,0,14.82608696,0.043478262,0,0,0,0.398826979,1,false,true,false,true,false
